sentence,year,base_verb,lemma,form,label
"Zornig und in Moll meißelt der Pianist eine Art Paso-doble-Rhythmus, einen Rumpelstilzchentanz, und die Streicher legen einen Choral darüber.",2009,meißeln,meißelt,meißelt,0
Doch ein Jahr Forschung in Amazonien hat mich gelehrt: Die Hollywood-Lösung funktioniert hier nicht.,2010,lehren,gelehrt,gelehrt,0
"Recken rasieren ab sich nicht, um küsslicher zu sein.",2009,rasieren,abrasieren,rasieren ab,1
So stufen Ratingagenturen heute selbst Anleihen großer Industrieländer riskanter ein als noch vor Kurzem.,2009,stufen,stufen,stufen,0
"Diese Gesichter haben nicht nur die Kirchentage geschmückt, die Zustimmung zu ihnen war immer auch ein Spiegel dafür, wonach Gläubige sich gerade ersehnen und woran es ihren Kirchen mangelte.",2010,sehnen,ersehnen,ersehnen,1
"Im Startbildschirm gibt es die Möglichkeit, etwas aus dem Bild zu wegwischen.",2009,wischen,wegwischen,wegwischen,1
"Die vormals beliebte Einkaufsstraße ist seit fünf Jahren zum Teil gesperrt zu, Hausfassaden sind hinter Holzbrettern geschützt.",2009,sperren,zusperren,gesperrt zu,1
"Dutzende Freischärler sterben im Feld, Hunderte werden verurteilt und in Verliese gesperrt: Der von Friedrich Hecker im Frühjahr 1848 angeführte Revolutionszug endet kläglich.",2010,sperren,gesperrt,gesperrt,0
Sie hat eine Gruppenreise mit der Transsibirischen Eisenbahn von Peking nach Moskau gebucht.,2010,buchen,gebucht,gebucht,0
"Linguisten nennen diese Wörter Abdämpfungspartikel; sie vermindern Kälte und Tempo eines Satzes, sie umgeben jede Gemeinheit mit dem Flausch des Verbindlichen.",2009,mindern,vermindern,vermindern,1
"Die schwarze Erde krümelt gut, ist stark porendurchsetzt, enthält reichlich organisches Material und viele Regenwürmer – eine gesunde Krume, in der Ackerpflanzen gut wurzeln können.",2009,krümeln,krümelt,krümelt,0
"Obendrein würden 280 uralte Bäume im Schlosspark gefällt, würden die denkmalgeschützten Bahnhofsflügel des Architekten Paul Bonatz abgerissen und könnten die Mineralquellen unter der Stadt verseucht werden!",2010,fallen,gefallen,gefällt,0
Nach diesem Bericht bog ein Althaus mit rund 40 Stundenkilometern von seiner Piste in eine andere Abfahrt ein und fuhr diese bergauf.,2009,biegen,einbiegen,bog ein,1
Die Betreiber von Kohlekraftwerken sind langfristig auf die Speichertechnik CCS angewiesen.,2009,weisen,anweisen,angewiesen,0
"Zum eigentlichen Abendessen aber sollte man unbedingt wieder zurück im Hostal sein, genauer gesagt, in dessen Hof, wo zwischen Efeuranken und Buchsbaumhecke, unter Platane und Spindelstrauch aufgetragen wird.",2010,tragen,auftragen,aufgetragen,0
Albert Thürauf hat in seinem Weinberg unglaubliche 120 Rebsorten gepflanzt.,2009,pflanzen,gepflanzt,gepflanzt,0
"Sie werde die Papiere nach Tegucigalpa bringen, um sie den verschiedenen Institutionen des Staates zur Begutachtung vorzulegen.",2009,bringen,bringen,bringen,0
"Traurig für manchen Bewohner, der sich um seine Erinnerungen verprellen fühlt.",2009,prellen,verprellen,verprellen,1
Er trug ein Bob-Marley-T-Shirt und rauchte einen Joint.,2009,rauchen,rauchte,rauchte,0
"Man bucht ab im Londas ja nicht einfach ein Zimmer, sondern auch eine Zeit mit Hans und Iakovos.",2010,buchen,abbuchen,bucht ab,1
"Wie jagte Weiß am Zug den schwarzen König ins freie Feld, wo diesen nach versieben Zügen das Ende ereilte?",2009,sieben,versieben,versieben,1
"Also habe ich für sie gejodelt und so lange Schuhplattler getanzt, bis alle sich am Boden gekugelt haben.",2010,kugeln,gekugelt,gekugelt,0
"Die Kiste, die man sortieren aus wollte, hat sich nicht sehr verändert, die eigene Stimmung schon.",2010,sortieren,aussortieren,sortieren aus,1
"Aber sowohl für unsere Lebensqualität als auch für unsere Sicherheit wäre es gut, sich nicht von der Angst verscheuchen zu lassen, sondern immer wieder innezuhalten.",2009,scheuchen,verscheuchen,verscheuchen,1
Hinter seinem Rücken grast eine Herde schwarzbrauner Galloway-Rinder auf einer phosphorgrünen Weide.,2009,grasen,grast,grast,0
"Wird den Kultusministern gefallen, was sie im Spiegel versehen?",2010,sehen,versehen,versehen,1
"Man kann nämlich auch schenken wie Nachkriegseltern, die kein Geld hatten: Indem man Fahrräder repariert, Möbel streicht, Tapeten klebt zu.",2010,kleben,zukleben,klebt zu,1
Die dort mitregierenden Grünen verlangen eine ökologische Komponente.,2009,langen,verlangen,verlangen,0
Vor allem aber sollten die Erkenntnisse der Genfahnder der Entwicklung wirkungsvoller Medikamente den Weg bahnen an.,2010,bahnen,anbahnen,bahnen an,1
"Im Hotelkeller taucht Yvonne Reh die Trüffeln in flüssige Schokolade, fischt aus sie mit einer weitzinkigen Gabel heraus und rollt sie über ein Gitter, bis sie die richtige Struktur haben.",2010,fischen,ausfischen,fischt aus,1
Bisher wurde der Fonds nicht in Anspruch genommen aus.,2010,nehmen,ausnehmen,genommen aus,1
"Sie entschied, bei SCA zu bleiben.",2009,scheiden,entscheiden,entschied,0
Einige Kilometer weiter nördlich dehnt aus sich ein plattes Meer bis zum Horizont.,2009,dehnen,ausdehnen,dehnt aus,1
"Die jetzt vorgelegten Fernziele erwecken Hoffnung, ohne dass die UBS ihre akuten Probleme leugnet; und im Grunde legte der Konzernchef nur ehrlich dar, dass man weiter Geduld braucht mit der Bank, viel Geduld.",2009,wecken,erwecken,erwecken,1
"Wie jedesmal, wenn er die 30 Kilogramm Olivenholz auf seinen Rücken wuchtet aus und mit der Querstrebe über der Schulter gebeugt durch die Gassen der Altstadt Jerusalems geht, auf dem Leidensweg Christi.",2009,wuchten,auswuchten,wuchtet aus,1
"Wie ein Begriff, der früher Gutes meinte, zum Schimpfwort wurde.",2010,greifen,begreifen,begriff,0
"Die Heuschrecke hat Steuerschulden, das Amtsgericht verordnen gerade die Zwangsversteigerung des Kaufhauses an.",2010,ordnen,verordnen,verordnen,1
Hat nun die Finanzkrise diesen hier entwickelten Liberalismus widerlegt?,2010,wickeln,entwickeln,entwickelten,0
"Kurz bevor Ana wieder nach Auschwitz transportiert wird und ihre Aufzeichnungen zu verlieren droht, hilft ihr Konhauser, das Heft nach draußen zu schmuggeln ein.",2009,schmuggeln,einschmuggeln,schmuggeln ein,1
"Genauso wenig das Telefonbuch, das vor der Haustür rottet aus, und das Unkraut, das sich vor der Doppelgarage breitgemacht hat.",2009,rotten,ausrotten,rottet aus,1
"Frauen aber kriegen auf Kinder, und sie wollen sich auch ein bisschen um sie kümmern.",2009,kriegen,aufkriegen,kriegen auf,1
"Viele Samoaner schwärmen von jener Zeit, als die Fahne des deutschen Kaiserreichs im Hafen von Apia, der größten Stadt der Insel, wehte.",2010,wehen,wehte,wehte,0
Die Auflösung behält Noyce natürlich lange Zeit für sich.,2010,halten,behalten,behält,0
Die Spitze eng aufschneiden und die nicht umgedrehten Macarons mit Schokoladenfäden dekorieren.,2009,schneiden,aufschneiden,aufschneiden,0
"Auch die alte Debatte flammte auf wieder auf, ob die Stasi-Unterlagen nicht im Bundesarchiv besser aufgehoben wären.",2009,flammen,aufflammen,flammte auf,1
"Danach legten wir die Kassette in das Wiedergabegerät ein, und nach dreißig quälenden Sekunden poppte auf tatsächlich etwas auf.",2009,poppen,aufpoppen,poppte auf,1
In der frühen Neuzeit waren die Folterknechte oft selbst medizinisch geschult.,2009,schulen,geschult,geschult,0
"Im isolierten München herrschte Hunger, Toller wollte mit Hoffmann verhandeln, doch der lehnte jeden Kompromiss ab.",2009,lehnen,lehnte,lehnte,0
"Noch Anfang der 1950er Jahre hatten sich daran Wildkaninchen gefreut, die statt der Herden die längeren Halme zerrupfen hatten – bis die Langohren selbst dann aber durch die Kaninchenpest hart getroffen wurden.",2009,rupfen,zerrupfen,zerrupfen,1
"Insgeheim begriffen alle deutschen Fußballspieler den Argwohn und die Aversion der gegnerischen Zuschauer, sie litten darunter, und sie hüteten sich, ihr Unglück zu artikulieren.",2010,greifen,begreifen,begriffen,0
"Dann wäre es jedoch kaum zu der hier abgebildeten Situation gekommen, in der sich Diersen entscheidend absetzen konnte.",2009,setzen,absetzen,absetzen,0
Einer aus der Gruppe stützt sich auf einen im Wasser hängen gebliebenen Ast und zerkauen zufrieden einen zappelnden Fisch.,2009,kauen,zerkauen,zerkauen,1
"Die lösen die Policen auf, zocken mit dem Geld am Aktienmarkt und zahlen erst dann die Kunden aus.",2010,zahlen,zahlen,zahlen,0
"Die Währung vieler Golfländer sei nun mal am Dollar ausgerichtet, doch Konsum- und Industriegüter nachkaufen man eher in Asien und Europa ein.",2009,kaufen,nachkaufen,nachkaufen,1
"Sie telefoniert mit Kunden, hetzt ab zwischen Lager und Geschäft hin und her, sie lächelt und fragt, ob die Ware passt.",2010,hetzen,abhetzen,hetzt ab,1
"Doch einen Skandal in Kundus oder bei Guttenberg vermag er allein schon deshalb nicht glaubwürdig herauszupräparieren, weil er den ganzen Einsatz in Afghanistan für einen Skandal und das Militär grundsätzlich für suspekt hält ein.",2010,halten,einhalten,hält ein,1
Im Spa verkneten eine Masseurin mit goldenen Händen die verhärteten Muskeln weich.,2010,kneten,verkneten,verkneten,1
"Die Deutschen pflegen in ihren Festreden anlässlich des Mauerfalls ein Freiheitspathos, das nicht zu den ursprünglich so schlichten Mauerfallgefühlen des Glücks, der Dankbarkeit und der Erleichterung passen will.",2009,passen,passen,passen,0
"Zart sieht sie aus, die ältere Dame, die da vor dem Publikum im glanzvoll erstrahlenden Festsaal zierlich knickst ein.",2010,knicken,einknicken,knickst ein,1
"Es hätte mit der Situation in Wilhelmsburg zu tun, einem Viertel, in dem die Schafe neben dem Supermarkt grasen und nachts Jugendgruppen von Polizeiwagen aus beäugt werden.",2009,grasen,grasen,grasen,0
"Die Staatsanwaltschaft Los Angeles hatte im Nun hat die Schweiz 1997 ein Abkommen mit den USA geschlossen, das sie verpflichtet, Menschen, die in den Staaten gesucht werden, festzunehmen und auszuliefern.",2009,suchen,gesucht,gesucht,0
"Er zog an einen Weiher, in dem die Menschen Wäsche wuschen und badeten aus.",2010,baden,ausbaden,badeten aus,1
"Zum einen ist zu befürchten, dass all die Ansätze, die Banken stärker an die Kandare zu nehmen, in Amerika nicht richtig greifen werden.",2010,greifen,greifen,greifen,0
"Ich hatte zum Glück schon immer die Fähigkeit, das Wesentliche aus Texten filtern zu können.",2010,filtern,filtern,filtern,0
"Seine Tochter rüttelt an der Zugtür und entrichten einen Ventilator auf das Gesicht des Blinden, und der Alte reist, im Geist, nach Westen.",2009,richten,entrichten,entrichten,1
"Ein Erlebnisbericht Die Katarer, wie immer sehr gastfreundlich, bitten mich höflich, ihnen eine Kopie meines Personalausweises zu senden.",2009,senden,senden,senden,0
Er setzt sich an den Kohleofen und spielt aus Gitarre.,2010,spielen,ausspielen,spielt aus,1
"Sie lässt es auf der Zunge rollen, Nooooo, sie schiebt es herum, sie spuckt es aus: No!",2009,spucken,spuckt,spuckt,0
"Am nächsten Morgen bietet auch die Fußgängerzone ein ernüchterndes Bild, gesäumt von Tannen und bleichen Eriken in Kübeln.",2010,bieten,bietet,bietet,0
"Jetzt entdeckte ich, wie sehr der Eindruck einer mit kleinsten Materiepartikelchen gesättigten, alle Gegenstände vereinheitlichenden Luft von einer wenigstens minimalen Entfernung abhängig war.",2010,decken,entdecken,entdeckte,0
"Als die Rede auf das Weihnachtsfest wegkommen, geraten die Organisatoren ins Schwärmen: Nachbarn und Freunde waren da, bis tief in die Nacht wurde gefeiert, mit Champagner und Foie gras.",2009,kommen,wegkommen,wegkommen,1
"Einer der ältesten Gäste erzählt Geschichten von früher, was die Presse schrieb oder man so gehört hat: wie Polizisten, als Handwerker enttarnen, das Damenklo gefliest haben, um reinzukommen.",2010,tarnen,enttarnen,enttarnen,1
"Doch die Vorräte, die sie dort unten finden, sind entsetzlich: Wimmernd stürzen nackte Menschen aus dem Dunkel, wo sie als lebendes Futter eingesperrt waren.",2010,stürzen,stürzen,stürzen,0
"Doch als sie aussteigen, sehen sie hinter sich eine dichte Staubwolke.",2009,dichten,dichte,dichte,0
Außerdem meldeten unauffällig erscheinende Rechtsextremistinnen Aufmärsche an und mieteten Räumlichkeiten für Veranstaltungen.,2009,mieten,mieteten,mieteten,0
Immer milder ab wurde die Stimmung im Stadion: Kaspar Villiger mag auf Abwege geraten und ein Bankenkonvertit geworden sein.,2010,mildern,abmildern,milder ab,1
Mag der Mann auch von Rapstars regelmäßig für ein paar steinerweichende Refrains ins Studio gebeten werden – in seinen eigenen Songs verkörpert er doch eher die Antithese zum jugendlichen Hip-Hop-Hedonismus.,2009,bitten,gebeten,gebeten,0
"Everts stellte vor der Kommission drei Anträge: Sie wollte, dass ihr Anwalt zugelassen und Öffentlichkeit hergestellt wird.",2009,lassen,zulassen,zugelassen,0
"Seitdem kursieren in den Palästinensergebieten Gerüchte, Arafat sei von Israel vergiftet worden.",2009,giften,vergiften,vergiftet,0
"Aber man spürt, dass in den Fankurven irgendetwas nicht stimmt.",2009,spüren,spürt,spürt,0
"Die Herren sind frisch rasiert aus, sie tragen zu viel Aftershave und häufig Krawatten.",2009,rasieren,ausrasieren,rasiert aus,1
"Schließlich prüften sie, wo es beklemmen, wenn sich die Güterzugzahlen verdoppeln.",2010,klemmen,beklemmen,beklemmen,1
"Wo eigentlich Muskeln die Waden formen ab sollten, drücken sich Knochen durch die Haut.",2010,formen,abformen,formen ab,1
"Die konfektionierte Ware aus den Fabriken wird nicht mehr kritiklos konsumiert, und wenn das Selbermachen eine bessere Qualität verspricht, dann werden die Weihnachtsplätzchen umso lieber selbst gebacken an.",2010,backen,anbacken,gebacken an,1
"Darin ist dann nicht mehr von Enrichment die Rede, also einer aus seiner Sicht recht unspezifischen Anreicherung des Käfiginventars.",2009,reden,ausreden,rede aus,0
Für ein Kunstwerk im öffentlichen Raum ist es ebenso schlecht geeignet an wie die Großzahl der hier ausgestellten Werke.,2009,eignen,aneignen,geeignet an,1
Auch Kopernikus würde später nicht an den Kreisbahnen rütteln.,2010,rütteln,rütteln,rütteln,0
Davor muss er die Zusatzbeiträge selbst zahlen – insgesamt bis zu 220 Euro mehr im Jahr.,2010,zahlen,zuzahlen,zahlen zu,0
Den bislang einzigen Sieg feierte BMW-Sauber durch den Polen Robert Kubica am 8. Juni 2008 im kanadischen Montréal.,2009,feiern,feierte,feierte,0
"Die Europäer verzieren sich, Guantánamo-Gefangene aufzunehmen und mehr Soldaten zu Kampfeinsätzen nach Afghanistan zu entsenden.",2009,zieren,verzieren,verzieren,1
"Aber: Welchen Prozentsatz haben die Designer zum Kürzen verwendet, und wie viele Zeichen werden im zweiten Kürzungsschritt entfernt?",2009,wenden,verwenden,verwendet,0
"Besonders geeignet zu sind dafür die Sonnengürtel der Erde, über die sich zwischen dem 20. und 40.",2009,eignen,zueignen,geeignet zu,1
"Bei mir hat es nicht geklappt zu, wie man sieht.",2010,klappen,zuklappen,geklappt zu,1
"Ein Schaden von 37.000 Euro im Jahr 2002, insbesondere durch während eines Umzugs entwendete Computer, war für Klöver der Grund, die Einführung einer Chipkarte zu forcieren, die nicht nur als Mensa- und Bibliothekskarte, Studentenausweis und Studi-Ticket dient, sondern auch als Zutrittsberechtigung für gesicherte Räume.",2009,wenden,entwenden,entwendete,0
"Doch stimmte an im Wesentlichen alles, was er behauptete.",2010,stimmen,anstimmen,stimmte an,1
Welcher Spielraum bleibt also angesichts dieser versieben Realitäten?,2009,sieben,versieben,versieben,1
"Die meisten sind verheiratet, manche haben Kinder.",2009,heiraten,verheiraten,verheiratet,0
"Vielleicht lag es ja an den Bedingungen: sechs Wochen lang proben, morgens vier Stunden, abends vier Stunden, oft auch am Wochenende, für ein Gesamthonorar von 500 Euro plus 150 pro Vorstellung.",2009,proben,proben,proben,0
"Rosa, gelbe und blaue Farbkleckser zieren aus ihre Hand, mit der sie den Lackstift schüttelt wie einen Cocktailshaker.",2009,zieren,auszieren,zieren aus,1
"Viele Menschen haben das noch nie in ihrem Leben probiert aus: jemandem für zwei, drei Minuten in die Augen zu gucken.",2009,probieren,ausprobieren,probiert aus,1
Die deutschen Biathletinnen haben ihre für Oktober vorgesehene Olympiavorbereitung auf einem Gletscher abgesagt und nach Thüringen verlegt.,2009,sagen,absagen,abgesagt,0
"In geräumigen Lofts sieht man, wie Berlin turnt und pumpt, sich dehnt und streckt.",2010,dehnen,dehnt,dehnt,0
"Ich muss zugeben, kurz nach den Halbjahreszeugnissen war auch ich von Lukas so entnerven, dass ich dachte, Mensch, der hat es nicht besser verdient, der soll sitzen bleiben.",2009,nerven,entnerven,entnerven,1
